Record_ID,Country,State_Region,Date,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccination_Rate,Hospitalization_Rate,ICU_Cases
COVID_014403,Canada,Alberta,2023-08-12,497.0,38.0,316.0,143.0,2054.0,58.0,13.9,2.0
COVID_014792,Turkey,Kocaeli,2021-02-05,495.0,19.0,331.0,145.0,1978.0,19.6,2.4,0.0
COVID_011815,France,Provence-Alpes-Cote d'Azur,2023-02-16,503.0,52.0,303.0,148.0,2075.0,10.8,10.4,2.0
COVID_001246,Russia,Republic of Tatarstan,2022-10-01,541.0,50.0,463.0,28.0,1997.0,59.9,13.8,0.0
COVID_006828,South Korea,Ulsan,2022-01-27,480.0,57.0,432.0,0.0,1958.0,39.1,14.0,0.0
COVID_013387,India,Maharashtra,2022-05-06,495.0,21.0,353.0,121.0,2031.0,65.5,11.8,1.0
COVID_008835,India,Rajasthan,2020-05-02,532.0,12.0,493.0,27.0,2094.0,53.7,15.3,0.0
COVID_014665,USA,Georgia,2021-06-12,480.0,71.0,384.0,25.0,2002.0,76.8,13.9,0.0
COVID_005240,UK,England,2022-10-10,498.0,39.0,307.0,152.0,2038.0,73.8,9.2,1.0
COVID_000166,Brazil,Bahia,2022-04-13,522.0,6.0,408.0,108.0,2031.0,20.3,17.4,2.0
COVID_001422,France,Provence-Alpes-Cote d'Azur,2023-12-05,508.0,41.0,354.0,113.0,1971.0,60.3,18.4,2.0
COVID_002865,Turkey,Bursa,2023-12-28,493.0,11.0,343.0,139.0,1923.0,39.2,16.2,2.0
COVID_001010,Russia,Chelyabinsk Oblast,2022-08-03,523.0,33.0,475.0,15.0,2088.0,14.5,8.5,0.0
COVID_001707,China,Jiangsu,2022-10-05,494.0,25.0,381.0,88.0,2029.0,58.1,14.5,1.0
COVID_012837,UK,Northern Ireland,2022-02-22,523.0,76.0,406.0,41.0,1969.0,91.5,19.3,1.0
COVID_010186,Italy,Lombardy,2022-04-17,489.0,43.0,448.0,0.0,2065.0,70.0,7.3,0.0
COVID_000718,South Africa,Free State,2020-05-08,489.0,23.0,331.0,135.0,2004.0,15.5,4.6,1.0
COVID_016881,India,Gujarat,2020-04-25,489.0,59.0,406.0,24.0,1979.0,21.2,13.7,0.0
COVID_010994,South Korea,Daegu,2022-02-14,511.0,26.0,396.0,89.0,2078.0,15.2,11.6,1.0
COVID_011806,Russia,Saint Petersburg,2023-10-18,536.0,54.0,372.0,110.0,2102.0,13.8,8.9,1.0
COVID_000035,France,Normandy,2022-01-21,481.0,14.0,371.0,96.0,1995.0,53.4,14.8,1.0
COVID_010089,South Africa,Gauteng,2023-06-28,523.0,48.0,351.0,124.0,2008.0,51.8,11.7,1.0
COVID_001412,Turkey,Antalya,2022-10-10,493.0,11.0,434.0,,2069.0,10.7,5.1,0.0
COVID_011547,Turkey,Gaziantep,2021-09-13,498.0,18.0,331.0,149.0,2023.0,48.2,2.2,0.0
COVID_010252,South Africa,Western Cape,2021-05-09,508.0,32.0,353.0,123.0,1972.0,89.9,8.0,1.0
COVID_000313,India,Karnataka,2022-03-08,474.0,46.0,335.0,93.0,1962.0,11.2,18.8,2.0
COVID_016312,Brazil,Bahia,2023-11-24,489.0,27.0,464.0,0.0,1929.0,57.1,10.1,0.0
COVID_016182,USA,New York,2021-05-13,484.0,8.0,447.0,29.0,1985.0,55.3,15.7,0.0
COVID_005435,Iran,Fars,2023-10-01,515.0,5.0,459.0,51.0,1981.0,44.3,9.7,0.0
COVID_007729,UK,England,2023-08-07,518.0,25.0,411.0,82.0,1989.0,48.1,8.0,1.0
COVID_017047,Japan,Fukuoka,2023-01-11,538.0,65.0,396.0,77.0,2105.0,49.3,19.8,2.0
COVID_003353,China,Anhui,2023-01-12,517.0,43.0,444.0,30.0,,27.9,13.5,0.0
COVID_017106,India,Maharashtra,2020-06-25,501.0,72.0,425.0,4.0,2098.0,27.9,10.3,0.0
COVID_004926,Turkey,Antalya,2020-09-25,496.0,,307.0,150.0,2027.0,93.3,2.2,0.0
COVID_002925,India,Andhra Pradesh,2022-01-07,492.0,18.0,403.0,71.0,1994.0,34.2,18.0,1.0
COVID_005637,Russia,Moscow Oblast,2022-03-19,519.0,25.0,483.0,11.0,1915.0,,19.3,0.0
COVID_016783,India,West Bengal,2022-08-18,492.0,48.0,358.0,86.0,1971.0,32.7,3.3,0.0
COVID_007091,Turkey,Izmir,2022-01-09,514.0,66.0,380.0,68.0,1992.0,57.0,14.1,1.0
COVID_004718,Turkey,Antalya,2020-05-26,496.0,11.0,359.0,126.0,2024.0,56.5,6.7,1.0
COVID_017540,Turkey,Istanbul,2022-05-06,512.0,36.0,443.0,33.0,2006.0,85.0,7.5,0.0
COVID_013643,Germany,Lower Saxony,2022-08-04,522.0,75.0,352.0,95.0,1933.0,86.8,18.5,2.0
COVID_006788,France,Normandy,2022-08-19,499.0,42.0,463.0,0.0,2040.0,61.3,5.6,0.0
COVID_008531,Brazil,Sao Paulo,2020-01-06,504.0,61.0,403.0,40.0,2005.0,86.2,17.8,1.0
COVID_015791,Australia,Northern Territory,2021-12-09,492.0,41.0,353.0,98.0,2030.0,56.6,2.5,0.0
COVID_004115,Germany,Berlin,2020-07-14,488.0,54.0,321.0,113.0,1993.0,24.2,2.9,
COVID_005683,USA,California,2023-08-19,501.0,73.0,308.0,120.0,1980.0,33.4,10.9,1.0
COVID_006827,Canada,Saskatchewan,2020-12-17,492.0,29.0,343.0,120.0,1952.0,27.5,15.7,2.0
COVID_000758,India,Tamil Nadu,2022-04-14,481.0,46.0,452.0,0.0,,53.9,7.5,0.0
COVID_006553,India,Gujarat,2020-07-01,503.0,49.0,417.0,37.0,2039.0,56.2,8.0,0.0
COVID_007258,Mexico,Baja California,2020-12-03,490.0,,463.0,2.0,2053.0,89.2,4.6,0.0
COVID_015431,South Africa,KwaZulu-Natal,2020-07-13,514.0,41.0,308.0,165.0,2030.0,25.4,10.3,2.0
COVID_003528,Germany,Baden-Wurttemberg,2022-06-26,461.0,17.0,288.0,156.0,,88.3,7.4,1.0
COVID_008789,South Africa,Eastern Cape,2020-07-10,468.0,45.0,319.0,104.0,1982.0,10.7,8.5,
COVID_011322,France,Provence-Alpes-Cote d'Azur,2022-03-18,504.0,,399.0,30.0,1957.0,43.3,14.8,0.0
COVID_003974,Iran,Mazandaran,2021-03-07,472.0,62.0,328.0,82.0,2031.0,56.1,9.9,1.0
COVID_013559,Germany,Schleswig-Holstein,2023-02-25,522.0,28.0,349.0,145.0,2001.0,61.3,17.5,3.0
COVID_015113,France,Provence-Alpes-Cote d'Azur,2021-03-04,459.0,53.0,435.0,0.0,2003.0,,12.1,0.0
COVID_009294,China,Zhejiang,2021-03-17,464.0,27.0,379.0,58.0,2099.0,84.7,14.5,1.0
COVID_007305,USA,Florida,2022-07-08,494.0,14.0,333.0,147.0,,11.9,4.7,1.0
COVID_015034,Italy,Emilia-Romagna,2020-03-17,493.0,53.0,467.0,0.0,2043.0,13.2,8.8,0.0
COVID_000987,Australia,Australian Capital Territory,2022-08-23,469.0,38.0,430.0,1.0,2017.0,23.9,17.1,0.0
COVID_015605,Spain,Valencia,2023-01-10,444.0,42.0,315.0,87.0,2130.0,94.7,10.7,1.0
COVID_008024,Mexico,Chihuahua,2021-12-23,511.0,8.0,326.0,177.0,2031.0,33.7,9.3,2.0
COVID_016544,Iran,Isfahan,2021-04-24,531.0,28.0,339.0,164.0,2023.0,67.2,6.1,1.0
COVID_003185,Turkey,Konya,2020-07-18,519.0,52.0,425.0,42.0,2047.0,91.9,12.3,1.0
COVID_006272,Germany,Schleswig-Holstein,2022-06-12,500.0,44.0,422.0,34.0,1992.0,90.8,5.3,0.0
COVID_006562,Germany,Schleswig-Holstein,2022-07-05,486.0,25.0,376.0,85.0,2105.0,34.8,5.6,0.0
COVID_003949,South Africa,North West,2020-11-11,509.0,17.0,463.0,29.0,2076.0,37.2,2.4,0.0
COVID_012166,Italy,Emilia-Romagna,2020-12-07,507.0,73.0,381.0,53.0,1972.0,34.2,9.8,1.0
COVID_005831,UK,England,2021-09-07,472.0,26.0,287.0,159.0,1971.0,54.2,9.4,1.0
COVID_017550,Iran,Mazandaran,2021-04-18,516.0,13.0,378.0,125.0,1956.0,27.7,16.2,2.0
COVID_016166,France,Pays de la Loire,2020-12-11,490.0,40.0,465.0,0.0,2027.0,87.5,3.9,0.0
COVID_002898,China,Jiangsu,2023-03-23,501.0,48.0,370.0,83.0,1985.0,60.2,3.9,0.0
COVID_009164,Germany,Lower Saxony,2021-02-21,505.0,11.0,423.0,71.0,1984.0,63.2,19.3,1.0
COVID_015029,Australia,South Australia,2020-01-07,523.0,65.0,455.0,3.0,2064.0,27.1,13.5,0.0
COVID_005354,South Korea,Daejeon,2020-10-17,479.0,28.0,453.0,0.0,2008.0,79.6,14.1,0.0
COVID_005511,Spain,Aragon,2020-03-27,542.0,22.0,417.0,103.0,1937.0,33.2,9.9,1.0
COVID_000938,Germany,Saxony,2020-05-21,494.0,59.0,340.0,95.0,1969.0,81.6,10.9,1.0
COVID_003189,Canada,Alberta,2023-05-25,496.0,49.0,339.0,108.0,2036.0,76.7,5.8,1.0
COVID_008067,Italy,Sicily,2023-10-21,478.0,70.0,415.0,0.0,1991.0,66.9,9.6,0.0
COVID_010838,Canada,Alberta,2023-08-04,513.0,59.0,458.0,0.0,2047.0,92.0,14.4,0.0
COVID_008102,Japan,Osaka,2021-09-01,531.0,72.0,388.0,71.0,2050.0,71.8,17.0,1.0
COVID_006372,France,Auvergne-Rhone-Alpes,2020-03-05,492.0,38.0,357.0,97.0,2050.0,83.1,15.8,2.0
COVID_005721,Russia,Moscow Oblast,2022-12-25,480.0,19.0,441.0,20.0,1938.0,77.8,7.3,0.0
COVID_006498,Germany,Rhineland-Palatinate,2021-04-22,506.0,11.0,395.0,100.0,1971.0,82.3,6.3,1.0
COVID_012767,Germany,Baden-Wurttemberg,2021-04-11,505.0,35.0,468.0,2.0,2045.0,57.2,5.1,0.0
COVID_002013,South Korea,Daegu,2022-07-22,477.0,36.0,294.0,147.0,2090.0,87.7,17.7,3.0
COVID_003561,Japan,Hyogo,2020-12-13,504.0,24.0,351.0,129.0,2000.0,32.9,13.3,2.0
COVID_011767,Italy,Lazio,2022-12-15,452.0,7.0,409.0,36.0,2034.0,11.2,14.4,1.0
COVID_005201,Italy,Veneto,2022-03-21,494.0,73.0,409.0,12.0,2004.0,71.7,18.6,0.0
COVID_009803,Canada,Nova Scotia,2022-07-26,514.0,6.0,485.0,23.0,2030.0,72.5,4.4,0.0
COVID_008973,UK,Wales,2023-05-20,514.0,50.0,360.0,104.0,2004.0,16.4,17.1,2.0
COVID_012600,Spain,Castile and Leon,2020-03-19,508.0,49.0,382.0,77.0,2008.0,38.4,10.7,1.0
COVID_013993,UK,Wales,2021-05-23,,25.0,472.0,12.0,1967.0,66.5,13.7,0.0
COVID_003485,Australia,Australian Capital Territory,2021-01-21,520.0,10.0,365.0,145.0,1959.0,17.3,7.0,1.0
COVID_005417,France,Pays de la Loire,2020-04-06,490.0,14.0,450.0,26.0,1983.0,91.5,3.0,0.0
COVID_009160,Turkey,Konya,2020-06-16,511.0,55.0,323.0,133.0,2058.0,22.0,15.5,2.0
COVID_000116,Brazil,Rio Grande do Sul,2022-08-03,542.0,34.0,391.0,117.0,1954.0,20.1,14.0,2.0
COVID_012744,Germany,Berlin,2023-03-01,533.0,43.0,363.0,127.0,1961.0,26.2,15.6,2.0
COVID_003420,Canada,Nova Scotia,2023-07-19,498.0,38.0,352.0,108.0,1987.0,47.5,5.5,1.0
COVID_000662,Mexico,Jalisco,2023-05-16,515.0,24.0,378.0,113.0,1937.0,31.0,13.0,1.0
COVID_009483,USA,Pennsylvania,2021-11-21,500.0,16.0,341.0,143.0,,65.4,16.9,2.0
COVID_004688,Germany,Rhineland-Palatinate,2022-04-17,495.0,17.0,395.0,83.0,2019.0,45.3,4.8,0.0
COVID_005078,UK,Northern Ireland,2022-10-19,461.0,36.0,345.0,80.0,2057.0,70.7,11.4,1.0
COVID_011522,Turkey,Adana,2022-12-27,506.0,68.0,371.0,67.0,2034.0,62.6,19.1,1.0
COVID_006247,South Korea,Daegu,2021-09-25,514.0,26.0,394.0,94.0,2023.0,79.8,7.6,1.0
COVID_010534,USA,New York,2022-11-14,501.0,72.0,387.0,42.0,1923.0,19.4,5.8,0.0
COVID_014538,USA,Ohio,2021-02-27,505.0,41.0,473.0,0.0,2003.0,25.0,4.7,0.0
COVID_001606,Canada,Alberta,2023-10-08,513.0,57.0,413.0,43.0,1978.0,53.0,10.7,0.0
COVID_007741,Canada,New Brunswick,2023-12-06,505.0,59.0,447.0,0.0,2056.0,62.1,9.5,0.0
COVID_006713,South Korea,Daejeon,2021-04-13,497.0,44.0,354.0,99.0,1977.0,25.7,16.5,2.0
COVID_001783,Turkey,Adana,2021-12-18,522.0,25.0,349.0,148.0,2045.0,47.1,16.5,2.0
COVID_010865,China,Hubei,2021-01-06,480.0,38.0,382.0,,1952.0,68.3,12.3,1.0
COVID_011983,Iran,East Azerbaijan,2021-07-11,505.0,23.0,445.0,37.0,2048.0,16.8,2.4,0.0
COVID_015627,Italy,Emilia-Romagna,2020-09-15,527.0,9.0,390.0,128.0,1959.0,71.8,10.4,1.0
COVID_009045,Mexico,Chihuahua,2022-11-26,484.0,46.0,430.0,8.0,1979.0,23.6,14.2,0.0
COVID_013722,Mexico,Mexico City,2023-08-14,505.0,44.0,306.0,155.0,1948.0,48.5,4.2,1.0
COVID_016359,Brazil,Minas Gerais,2020-11-07,498.0,6.0,325.0,167.0,1985.0,73.4,3.4,1.0
COVID_011690,Canada,Manitoba,2020-02-12,450.0,62.0,297.0,91.0,1940.0,54.5,7.9,1.0
COVID_002751,Italy,Lazio,2023-06-19,498.0,8.0,404.0,86.0,2042.0,53.5,14.3,1.0
COVID_010418,USA,Michigan,2020-09-22,510.0,10.0,389.0,111.0,2057.0,45.2,9.0,1.0
COVID_013925,Japan,Hyogo,2023-04-25,560.0,48.0,412.0,100.0,2021.0,42.8,18.7,2.0
COVID_000377,Turkey,Gaziantep,2023-01-22,559.0,7.0,426.0,126.0,2037.0,75.0,18.9,2.0
COVID_007131,Italy,Piedmont,2022-08-12,475.0,22.0,443.0,10.0,,85.1,2.8,0.0
COVID_003776,Iran,East Azerbaijan,2020-05-12,500.0,52.0,412.0,36.0,1939.0,60.4,12.5,0.0
COVID_001350,Japan,Hyogo,2022-09-13,488.0,72.0,448.0,0.0,2015.0,53.1,10.4,0.0
COVID_007087,Canada,Saskatchewan,2020-05-09,527.0,62.0,480.0,0.0,2056.0,27.3,11.8,0.0
COVID_012940,Brazil,Rio Grande do Sul,2023-02-11,526.0,14.0,354.0,158.0,1926.0,61.4,4.0,1.0
COVID_016396,UK,Wales,2022-02-15,521.0,48.0,445.0,28.0,,46.1,12.7,0.0
COVID_006113,South Africa,Limpopo,2022-10-24,485.0,67.0,370.0,48.0,2046.0,81.3,9.3,0.0
COVID_011149,UK,England,2020-03-06,485.0,66.0,311.0,108.0,1983.0,62.9,19.4,2.0
COVID_008791,Russia,Republic of Bashkortostan,2022-05-16,509.0,22.0,377.0,110.0,2085.0,17.7,4.7,1.0
COVID_012183,Australia,South Australia,2020-07-06,487.0,52.0,394.0,41.0,2062.0,32.7,19.6,1.0
COVID_012380,Brazil,Pernambuco,2020-02-04,475.0,46.0,443.0,0.0,2085.0,13.0,13.5,0.0
COVID_008263,India,West Bengal,2023-09-12,479.0,38.0,361.0,80.0,1989.0,78.8,6.4,1.0
COVID_012987,Japan,Chiba,2023-01-10,537.0,6.0,364.0,167.0,1955.0,76.2,2.8,0.0
COVID_008301,Italy,Calabria,2022-01-18,499.0,69.0,355.0,75.0,1973.0,14.7,14.8,1.0
COVID_017409,Russia,Moscow Oblast,2023-09-11,502.0,34.0,365.0,103.0,2006.0,21.4,18.2,2.0
COVID_010182,Brazil,Minas Gerais,2021-08-15,477.0,28.0,392.0,57.0,2002.0,40.5,17.2,1.0
COVID_013206,UK,Wales,2021-09-04,513.0,19.0,318.0,176.0,2006.0,90.1,7.2,1.0
COVID_000041,USA,California,2023-01-11,529.0,33.0,428.0,68.0,2043.0,72.5,18.7,1.0
COVID_012885,USA,Florida,2021-06-24,519.0,42.0,422.0,55.0,1937.0,79.7,2.3,0.0
COVID_000244,USA,California,2021-01-05,464.0,15.0,427.0,22.0,2019.0,30.5,15.4,0.0
COVID_007318,USA,Michigan,2023-06-01,488.0,61.0,,51.0,2044.0,48.7,14.9,1.0
COVID_003003,Spain,Castile and Leon,2021-04-07,516.0,46.0,438.0,32.0,1993.0,60.9,11.3,0.0
COVID_013483,Turkey,Istanbul,2022-08-12,467.0,12.0,339.0,116.0,2032.0,46.5,,2.0
COVID_007689,Russia,Rostov Oblast,2023-03-12,484.0,46.0,320.0,118.0,1941.0,29.2,17.6,2.0
COVID_011840,UK,Scotland,2021-05-16,500.0,58.0,397.0,45.0,2018.0,31.1,12.7,
COVID_003391,China,Hubei,2020-09-19,498.0,37.0,414.0,47.0,1995.0,91.9,5.5,0.0
COVID_014174,Australia,Tasmania,2021-12-02,511.0,16.0,369.0,126.0,2044.0,14.2,12.6,2.0
COVID_017277,Brazil,Pernambuco,2023-08-13,506.0,65.0,329.0,112.0,1965.0,28.0,18.8,2.0
COVID_007060,Germany,Bavaria,2022-05-22,499.0,59.0,398.0,42.0,1992.0,12.5,3.2,0.0
COVID_015213,Mexico,Chihuahua,2020-11-04,479.0,35.0,407.0,37.0,2009.0,45.2,10.9,0.0
COVID_000183,Japan,Kanagawa,2021-12-11,551.0,46.0,432.0,73.0,1948.0,92.1,6.3,0.0
COVID_003478,South Africa,Free State,2022-02-27,499.0,69.0,339.0,91.0,2034.0,73.0,18.4,2.0
COVID_008934,Spain,Galicia,2021-09-24,495.0,52.0,325.0,118.0,1988.0,83.1,5.1,1.0
COVID_017756,France,Brittany,2022-02-06,556.0,11.0,362.0,183.0,2017.0,90.6,2.7,0.0
COVID_003209,Brazil,Goias,2022-11-22,481.0,11.0,372.0,98.0,2012.0,19.3,9.5,1.0
COVID_012467,India,Karnataka,2021-01-25,511.0,62.0,462.0,0.0,2088.0,53.8,8.6,0.0
COVID_016648,Iran,Golestan,2021-02-11,511.0,27.0,401.0,83.0,1940.0,11.6,5.0,0.0
COVID_002878,USA,Texas,2022-01-24,508.0,59.0,407.0,42.0,2052.0,92.1,2.4,0.0
COVID_001494,USA,Ohio,2021-08-07,483.0,50.0,430.0,,2003.0,33.4,9.7,0.0
COVID_013700,Spain,Castile and Leon,2022-09-05,503.0,43.0,383.0,77.0,1987.0,72.4,13.8,1.0
COVID_015440,Italy,Lazio,2022-06-07,533.0,44.0,345.0,144.0,1998.0,33.6,4.3,1.0
COVID_000658,South Korea,Ulsan,2023-07-06,497.0,9.0,419.0,69.0,1947.0,40.0,18.9,1.0
COVID_002948,USA,Michigan,2020-01-23,466.0,57.0,293.0,116.0,1981.0,68.9,11.4,1.0
COVID_008540,Brazil,Minas Gerais,2023-09-08,494.0,31.0,310.0,153.0,1988.0,92.7,3.7,1.0
COVID_005288,Germany,Bavaria,2020-09-23,533.0,41.0,331.0,161.0,2074.0,85.9,3.6,1.0
COVID_005296,Russia,Republic of Bashkortostan,2021-06-16,507.0,39.0,352.0,116.0,2037.0,51.4,11.0,1.0
COVID_003658,South Africa,Eastern Cape,2021-12-27,517.0,12.0,462.0,43.0,2002.0,29.5,16.6,1.0
COVID_008706,USA,Florida,2020-11-18,483.0,53.0,304.0,126.0,2055.0,12.8,15.1,2.0
COVID_007417,UK,England,2023-08-10,466.0,34.0,384.0,48.0,2019.0,35.0,19.9,1.0
COVID_016220,South Korea,Gangwon,2022-04-28,512.0,15.0,475.0,22.0,2005.0,63.2,5.1,0.0
COVID_004666,Germany,Bavaria,2023-08-22,463.0,36.0,294.0,133.0,2060.0,70.2,19.1,3.0
COVID_016426,India,Uttar Pradesh,2023-12-11,476.0,41.0,304.0,131.0,1950.0,94.5,15.4,2.0
COVID_012959,USA,North Carolina,2023-12-01,495.0,50.0,384.0,61.0,1963.0,34.6,9.3,1.0
COVID_002369,South Korea,Busan,2022-10-16,510.0,25.0,381.0,104.0,2003.0,45.3,3.8,0.0
COVID_001296,Italy,Lazio,2020-04-14,510.0,32.0,463.0,15.0,1979.0,77.7,18.7,0.0
COVID_012164,Australia,Victoria,2023-06-21,524.0,77.0,465.0,0.0,1998.0,81.5,17.0,0.0
COVID_012110,Brazil,Minas Gerais,2020-06-20,496.0,69.0,393.0,34.0,1940.0,20.6,14.6,0.0
COVID_006930,China,Anhui,2020-03-28,480.0,31.0,307.0,142.0,2000.0,17.6,5.7,1.0
COVID_001636,Iran,Fars,2020-01-21,548.0,40.0,473.0,35.0,2042.0,72.6,6.9,0.0
COVID_006599,China,Jiangsu,2023-08-25,495.0,69.0,449.0,0.0,2007.0,23.3,19.1,0.0
COVID_016911,Italy,Campania,2022-02-02,511.0,31.0,448.0,32.0,2078.0,60.3,18.0,1.0
COVID_011688,Japan,Hokkaido,2021-04-25,453.0,48.0,306.0,99.0,1914.0,81.9,4.8,0.0
COVID_000575,Turkey,Konya,2022-06-08,535.0,27.0,361.0,147.0,1922.0,56.2,10.9,2.0
COVID_016608,Japan,Aichi,2023-07-08,543.0,44.0,477.0,22.0,1965.0,15.3,11.8,0.0
COVID_015097,Brazil,Rio Grande do Sul,2022-03-19,481.0,61.0,397.0,23.0,2090.0,91.6,15.5,0.0
COVID_017990,Spain,Basque Country,2023-04-22,507.0,27.0,327.0,153.0,2026.0,68.7,3.0,0.0
COVID_007774,Italy,Lazio,2021-03-04,504.0,,468.0,5.0,1930.0,61.8,6.6,0.0
COVID_008534,Australia,Victoria,2020-12-09,514.0,63.0,372.0,79.0,2062.0,43.4,10.2,1.0
COVID_008407,Turkey,Izmir,2022-03-20,493.0,68.0,302.0,123.0,1949.0,90.0,16.7,2.0
COVID_015295,Mexico,Guanajuato,2021-12-09,481.0,36.0,348.0,97.0,1986.0,17.2,14.1,1.0
COVID_006674,Brazil,Rio de Janeiro,2022-10-15,504.0,37.0,379.0,88.0,1982.0,44.3,16.4,1.0
COVID_007216,China,Jiangsu,2020-10-11,516.0,44.0,320.0,152.0,1992.0,45.3,14.1,2.0
COVID_012986,France,Hauts-de-France,2022-12-21,515.0,13.0,364.0,138.0,1997.0,29.9,16.4,2.0
COVID_009526,Canada,New Brunswick,2020-03-15,502.0,55.0,336.0,111.0,2026.0,27.3,14.1,2.0
COVID_006038,Mexico,Mexico City,2021-04-17,500.0,66.0,394.0,40.0,2006.0,91.9,14.4,1.0
COVID_013821,Brazil,Ceara,2020-06-17,499.0,57.0,313.0,129.0,1973.0,59.0,7.3,1.0
COVID_001042,Italy,Tuscany,2021-11-17,502.0,64.0,397.0,41.0,1991.0,31.8,12.7,1.0
COVID_014390,India,Rajasthan,2022-09-05,547.0,81.0,389.0,77.0,2016.0,35.0,18.4,1.0
COVID_001896,Brazil,Bahia,2021-12-18,509.0,5.0,464.0,40.0,2053.0,94.4,14.8,1.0
COVID_008165,Canada,Manitoba,2021-01-20,497.0,64.0,454.0,0.0,2023.0,55.0,17.8,0.0
COVID_001945,Brazil,Sao Paulo,2020-12-22,530.0,33.0,440.0,57.0,2006.0,35.6,5.9,0.0
COVID_012562,South Korea,Daegu,2023-09-26,491.0,63.0,330.0,98.0,1969.0,94.7,12.0,
COVID_010908,Turkey,Izmir,2021-11-07,509.0,73.0,339.0,97.0,2020.0,91.8,19.7,2.0
COVID_006265,South Korea,Daegu,2020-02-02,454.0,47.0,362.0,45.0,2024.0,22.3,19.4,1.0
COVID_008434,UK,Scotland,2022-02-08,514.0,18.0,417.0,79.0,2008.0,84.4,17.2,1.0
COVID_000075,South Africa,Free State,2022-08-05,541.0,59.0,485.0,0.0,1992.0,25.7,11.0,0.0
COVID_006219,France,Pays de la Loire,2022-02-02,455.0,31.0,315.0,109.0,1956.0,29.2,6.9,1.0
COVID_012542,Mexico,Veracruz,2020-12-02,501.0,9.0,399.0,93.0,2035.0,15.6,15.4,1.0
COVID_004823,Mexico,Sonora,2023-10-07,492.0,67.0,338.0,87.0,1965.0,25.7,16.4,1.0
COVID_003693,Italy,Sicily,2023-05-08,524.0,71.0,373.0,80.0,2014.0,74.6,15.1,1.0
COVID_000483,Japan,Osaka,2021-04-26,538.0,69.0,508.0,0.0,,87.7,3.9,0.0
COVID_007923,Italy,Veneto,2020-09-04,473.0,67.0,342.0,64.0,2049.0,,19.8,1.0
COVID_012447,Iran,Fars,2020-08-25,496.0,19.0,420.0,57.0,2013.0,90.7,11.5,1.0
COVID_014190,Japan,Aichi,2023-11-23,450.0,37.0,331.0,82.0,1998.0,45.0,15.2,1.0
COVID_001721,Russia,Republic of Tatarstan,2022-01-25,473.0,55.0,338.0,80.0,2043.0,71.8,6.7,1.0
COVID_004967,Spain,Castile and Leon,2020-11-04,489.0,67.0,449.0,0.0,2048.0,64.2,15.4,0.0
COVID_009009,Spain,Castile and Leon,2020-09-02,453.0,56.0,402.0,0.0,1987.0,25.9,19.5,0.0
COVID_008494,Canada,Ontario,2020-04-26,490.0,70.0,388.0,32.0,2028.0,90.5,11.2,0.0
COVID_003293,Brazil,Santa Catarina,2023-10-12,485.0,21.0,323.0,141.0,2045.0,93.9,8.1,1.0
COVID_010944,South Africa,North West,2023-02-22,497.0,62.0,460.0,0.0,2033.0,15.5,10.1,0.0
COVID_004189,Brazil,Parana,2021-07-03,508.0,21.0,324.0,163.0,2018.0,89.1,2.6,0.0
COVID_003088,Brazil,Minas Gerais,2022-02-23,498.0,54.0,313.0,131.0,2003.0,70.4,13.4,2.0
COVID_007291,South Korea,Incheon,2021-05-27,510.0,57.0,481.0,0.0,1975.0,31.9,16.0,0.0
COVID_011492,USA,Pennsylvania,2023-07-20,511.0,20.0,409.0,82.0,2030.0,38.6,7.5,1.0
COVID_017546,South Africa,Eastern Cape,2020-02-19,492.0,21.0,348.0,123.0,1930.0,37.9,16.0,2.0
COVID_014128,India,Tamil Nadu,2020-09-10,466.0,30.0,314.0,122.0,1934.0,75.3,12.6,2.0
COVID_005965,India,Karnataka,2023-10-11,,70.0,371.0,61.0,1950.0,84.6,10.0,1.0
COVID_016917,South Korea,Ulsan,2022-10-18,507.0,23.0,462.0,22.0,2010.0,44.6,11.5,0.0
COVID_000079,Japan,Hokkaido,2022-01-25,,16.0,467.0,31.0,1959.0,88.4,3.2,0.0
COVID_002210,UK,Wales,2021-05-20,480.0,42.0,308.0,130.0,2025.0,34.9,5.1,1.0
COVID_005580,Canada,British Columbia,2020-06-22,470.0,38.0,381.0,51.0,2018.0,65.4,9.1,0.0
COVID_008039,Russia,Rostov Oblast,2023-12-26,496.0,23.0,428.0,45.0,2091.0,54.6,19.9,1.0
COVID_009439,Spain,Catalonia,2022-12-14,514.0,53.0,403.0,58.0,2025.0,64.4,7.4,0.0
COVID_007099,South Africa,Mpumalanga,2022-02-19,499.0,36.0,317.0,146.0,2020.0,71.5,10.5,2.0
COVID_000966,Russia,Krasnodar Krai,2022-06-04,524.0,46.0,315.0,163.0,1959.0,54.8,5.2,1.0
COVID_000640,South Africa,Northern Cape,2020-05-07,517.0,61.0,368.0,88.0,1948.0,93.2,12.0,1.0
COVID_016920,Brazil,Goias,2022-12-17,540.0,80.0,325.0,135.0,2001.0,80.6,18.5,2.0
COVID_009697,Canada,Saskatchewan,2023-08-09,501.0,36.0,303.0,162.0,2002.0,32.0,4.9,1.0
COVID_006960,Iran,East Azerbaijan,2020-09-12,496.0,56.0,310.0,130.0,2008.0,93.6,13.1,2.0
COVID_017140,Mexico,Nuevo Leon,2020-12-06,479.0,36.0,445.0,0.0,1946.0,19.6,16.9,0.0
